state,date,price,rent,interest_rate,cp_index,inflation,total_pops,unemployed_pct
AZ,2014-02-01,196780.5417221908,748.2250713435933,0.07,234.781,0.3697908650968751,5142282.0,7.1
AZ,2014-03-01,198083.90435526503,756.8468433622911,0.08,236.293,0.6440044126228228,5149581.0,7.0
AZ,2014-04-01,199970.52290521128,766.392376668693,0.09,237.072,0.3296754453157691,5157085.0,6.9
AZ,2014-05-01,200916.5760527817,775.6299895458797,0.09,237.9,0.34926098400485106,5164679.0,6.9
AZ,2014-06-01,201768.37848056338,785.1755228522816,0.1,238.343,0.18621269440941557,5172489.0,6.8
AZ,2014-07-01,202517.08604919014,794.4131357294682,0.09,238.25,-0.03901939641608454,5180459.0,6.7
AZ,2014-08-01,203164.09692535212,803.9586690358992,0.09,237.852,-0.1670514165792225,5189451.0,6.7
AZ,2014-09-01,203684.3677262676,813.5042023423011,0.09,238.031,0.07525688243108508,5198387.0,6.7
AZ,2014-10-01,204214.47718669014,822.7418152194878,0.09,237.433,-0.251227781255392,5207290.0,6.6
AZ,2014-11-01,204535.72414049294,832.2873485258897,0.09,236.151,-0.5399417941061246,5215731.0,6.5
AZ,2014-12-01,205081.4343065141,841.5249614030763,0.12,234.812,-0.5670100910010967,5223652.0,6.4
AZ,2015-01-01,205596.3059116197,851.0704947094782,0.11,233.707,-0.4705892373473297,5231632.0,6.4
AZ,2015-02-01,206303.13600992959,982.8599530700001,0.11,234.722,0.43430449237722435,5238741.0,6.3
AZ,2015-03-01,207026.2144944366,992.4749487014086,0.11,236.119,0.595172161109736,5246030.0,6.2
AZ,2015-04-01,207968.68146514086,996.1469623097222,0.12,236.599,0.2032873254587786,5253623.0,6.2
AZ,2015-05-01,209024.33941249998,1008.0186849383563,0.12,237.805,0.5097232025494725,5261501.0,6.1
AZ,2015-06-01,210199.0242772535,1010.4973422931507,0.13,238.638,0.3502869998528224,5269624.0,6.1
AZ,2015-07-01,211326.61374926055,1017.758865339726,0.13,238.654,0.0067047159295619,5277926.0,6.1
AZ,2015-08-01,212555.48802580984,1020.0553446931506,0.14,238.316,-0.14162762828194841,5287701.0,6.0
AZ,2015-09-01,213917.07423387325,1023.5100686611112,0.14,237.945,-0.15567565753034085,5297456.0,6.0
AZ,2015-10-01,215515.6975771479,1025.3448290972601,0.12,237.838,-0.044968375044651676,5307253.0,5.9
AZ,2015-11-01,217158.36882672535,1027.943420189041,0.12,237.336,-0.21106803790814643,5316586.0,5.8
AZ,2015-12-01,218729.25858299294,1028.3578509589042,0.24,236.525,-0.34170964371187385,5325671.0,5.8
AZ,2016-01-01,220154.44529510563,1032.0528818342466,0.34,236.916,0.16531022090686687,5334647.0,5.7
AZ,2016-02-01,221934.75942292254,1032.8017863394737,0.38,237.111,0.0823076533454925,5343405.0,5.6
AZ,2016-03-01,222405.3656523264,1036.8043069883117,0.36,238.132,0.4306000143392774,5352249.0,5.6
AZ,2016-04-01,223549.8441015625,1042.0690965626666,0.37,239.261,0.4741067979104008,5361241.0,5.6
AZ,2016-05-01,224098.6905798264,1057.859333586076,0.37,240.229,0.4045790998115084,5370157.0,5.5
AZ,2016-06-01,224465.6833577778,1060.94967995375,0.38,241.018,0.32843661672818936,5379277.0,5.5
AZ,2016-07-01,225007.571354375,1064.678989165432,0.39,240.628,-0.1618136404749948,5388764.0,5.5
AZ,2016-08-01,225583.08316333333,1064.910742,0.4,240.849,0.09184301078843937,5398026.0,5.4
AZ,2016-09-01,226208.66149534722,1066.2188525654321,0.4,241.428,0.2403995864628916,5407618.0,5.4
AZ,2016-10-01,227007.6074612847,1067.2671702296298,0.4,241.729,0.12467485130143174,5417057.0,5.4
AZ,2016-11-01,227881.17389541666,1062.9226483756097,0.41,241.353,-0.15554608673349346,5426062.0,5.3
AZ,2016-12-01,228806.4119145139,1064.0874840560975,0.54,241.432,0.03273213923173923,5434795.0,5.3
AZ,2017-01-01,229798.02412190975,1064.9711182463416,0.65,242.839,0.5827727890254764,5303787.0,5.2
AZ,2017-02-01,230145.9189124735,1070.951933745122,0.66,243.603,0.3146117386416458,5309943.0,5.2
AZ,2017-03-01,232756.73983708333,1078.5331524987805,0.79,243.801,0.08127978719472129,5316251.0,5.1
AZ,2017-04-01,234437.5566869792,1089.730396473494,0.9,244.524,0.2965533365326678,5322750.0,5.0
AZ,2017-05-01,235869.72793649306,1099.7224048927712,0.91,244.733,0.08547218268963874,5329287.0,5.0
AZ,2017-06-01,236880.8212131597,1110.255676226506,1.04,244.955,0.09071110148610728,5336246.0,4.9
AZ,2017-07-01,237889.18702628472,1117.3755691361446,1.15,244.786,-0.06899226388520363,5343401.0,4.9
AZ,2017-08-01,238957.4690775347,1122.9476659024097,1.16,245.519,0.29944522971085963,5351714.0,4.8
AZ,2017-09-01,240297.98924958333,1125.4846528819278,1.15,246.819,0.5294905893230117,5360338.0,4.9
AZ,2017-10-01,241725.0672544792,1127.8106508349397,1.15,246.663,-0.06320421037276924,5368758.0,4.9
AZ,2017-11-01,243045.06988552085,1127.0769905761904,1.16,246.669,0.0024324685907517463,5376694.0,4.9
AZ,2017-12-01,244122.381986875,1127.22456372,1.3,246.524,-0.058783227726233456,5384434.0,4.9
AZ,2018-01-01,245147.40959475696,1126.8142158546511,1.41,247.867,0.5447745452775266,5391663.0,4.9
AZ,2018-02-01,246404.94821493054,1134.3795662367816,1.42,248.991,0.45346899748657243,5398448.0,4.8
AZ,2018-03-01,247871.92641003474,1137.7081483272727,1.51,249.554,0.2261125904149175,5405490.0,4.8
AZ,2018-04-01,249428.44719791666,1146.1324179022472,1.69,250.546,0.3975091563348965,5412927.0,4.7
AZ,2018-05-01,250719.20393690973,1157.5560482719102,1.7,251.588,0.4158916925434797,5420337.0,4.7
AZ,2018-06-01,252147.1995488889,1168.5603253235954,1.82,251.989,0.1593875701543901,5428220.0,4.7
AZ,2018-07-01,253661.1634540972,1177.3369606235956,1.91,252.006,0.006746326228523891,5436195.0,4.7
AZ,2018-08-01,255604.5170563889,1184.9640809292134,1.91,252.146,0.055554232835719475,5445576.0,4.7
AZ,2018-09-01,257428.14594986112,1190.3889367831462,1.95,252.439,0.11620251758901468,5455247.0,4.8
AZ,2018-10-01,259167.04422381942,1197.3128698711112,2.19,252.885,0.1766763455725906,5464625.0,4.9
AZ,2018-11-01,260572.22234916667,1198.5328257945055,2.2,252.038,-0.3349348518100981,5473401.0,5.0
AZ,2018-12-01,261926.76758104164,1204.1038243846153,2.27,251.233,-0.31939628151310684,5481828.0,5.0
AZ,2019-01-01,263133.3972293403,1211.2582754230768,2.4,251.712,0.19065966652469513,5490014.0,5.0
AZ,2019-02-01,264617.3021080208,1212.3147096031914,2.4,252.776,0.4227053140096748,5497479.0,5.0
AZ,2019-03-01,266456.8116571528,1220.3148394840425,2.41,254.202,0.5641358356806014,5505224.0,4.9
AZ,2019-04-01,268406.2592744444,1230.368221437234,2.42,255.548,0.5295001612890538,5513352.0,4.8
AZ,2019-05-01,270027.12768694444,1245.0289531170213,2.39,256.092,0.21287585893843275,5521644.0,4.8
AZ,2019-06-01,271221.7538319792,1258.9046693410526,2.38,256.143,0.019914718148150712,5530350.0,4.8
AZ,2019-07-01,272336.3840773264,1269.6024383473684,2.4,256.571,0.16709416224534035,5539136.0,4.8
AZ,2019-08-01,273387.1035096528,1278.7280571589474,2.13,256.558,-0.005066823608290694,5549920.0,4.8
AZ,2019-09-01,274616.3629687847,1286.4892887145834,2.04,256.759,0.07834485769300237,5560987.0,4.7
AZ,2019-10-01,275980.7110747569,1290.9670465229167,1.83,257.346,0.22861905522297832,5571732.0,4.7
AZ,2019-11-01,277617.8662873959,1293.780554696875,1.55,257.208,-0.053624303466914824,5581906.0,4.7
AZ,2019-12-01,279402.99380072916,1297.7402582242105,1.55,256.974,-0.09097695250538385,5591724.0,4.7
AZ,2020-01-01,281223.3113098611,1303.4794510739584,1.55,257.971,0.3879769937814803,5601414.0,4.8
AZ,2020-02-01,283428.78196958336,1316.492056765625,1.58,258.678,0.2740618131495287,5609932.0,4.8
AZ,2020-03-01,285488.9259430104,1329.587432498969,0.65,258.115,-0.21764510317846542,5618816.0,4.9
AZ,2020-04-01,288327.8909643253,1336.917878797938,0.05,256.389,-0.6686941866997254,5631818.0,13.8
AZ,2020-05-01,290879.2160031142,1336.9347510319587,0.05,256.394,0.0019501616683959,5641618.0,11.2
AZ,2020-06-01,292559.4968951557,1336.021258785567,0.08,257.797,0.5472046927775365,5652165.0,9.8
AZ,2020-07-01,293663.9604898962,1340.979632017347,0.09,259.101,0.5058243501669724,5663312.0,8.9
AZ,2020-08-01,295120.2015782699,1356.7412140484537,0.1,259.918,0.31532105240814623,5672140.0,7.9
AZ,2020-09-01,297909.1886671626,1378.5205828265307,0.09,260.28,0.13927469432666317,5680923.0,7.5
AZ,2020-10-01,302204.73577243055,1397.7650043051021,0.09,260.388,0.04149377593360981,5689988.0,7.0
AZ,2020-11-01,307409.7225155903,1418.2133816836733,0.09,260.229,-0.061062721784410634,5698256.0,6.7
AZ,2020-12-01,313005.4818386411,1432.7621565959184,0.09,260.474,0.09414784670425114,5705661.0,6.6
AZ,2021-01-01,318602.9468911419,1447.066006510204,0.09,261.582,0.42537834870275404,5712140.0,6.4
AZ,2021-02-01,323886.01941581315,1451.264683759596,0.08,263.014,0.5474382793923205,5718113.0,6.2
AZ,2021-03-01,329553.63207294117,1464.365233672,0.07,264.877,0.7083273133749568,5725513.0,6.0
AZ,2021-04-01,336011.96174207615,1492.4005769009805,0.07,267.054,0.8218909154060094,5733795.0,5.8
AZ,2021-05-01,343653.47130570933,1523.3834786313726,0.06,269.195,0.8017105154762838,5742426.0,5.5
AZ,2021-06-01,352638.39920124563,1562.5512449933333,0.08,271.696,0.929066290235725,5751115.0,5.3
AZ,2021-07-01,362610.4578693426,1608.017664729245,0.1,273.003,0.4810523526293853,5760332.0,5.0
AZ,2021-08-01,372264.758409481,1651.3673927867926,0.09,273.567,0.206591136361145,5769854.0,4.6
AZ,2021-09-01,380368.7584612457,1690.080615697196,0.08,274.31,0.2715970859058281,5778669.0,4.3
AZ,2021-10-01,386706.06618754327,1718.4196657324076,0.08,276.589,0.8308118552003085,5787394.0,4.1
AZ,2021-11-01,392213.98653391004,1734.8099162863637,0.08,277.948,0.4913427504347645,5795674.0,3.9
AZ,2021-12-01,397609.2313134948,1754.6958775787612,0.08,278.802,0.3072517161483601,5803936.0,3.7
AZ,2022-01-01,402838.04036089964,1755.6883747059321,0.08,281.148,0.8414573783545265,5811844.0,3.7
AZ,2022-02-01,408588.32092837367,1761.781606228455,0.08,283.716,0.9133979256476854,5818544.0,3.6
AZ,2022-03-01,415333.4547304498,1778.679331662097,0.2,287.504,1.3351379548562692,5826272.0,3.6
AZ,2022-04-01,423970.0628173011,1801.008257546875,0.33,289.109,0.5582531025655202,5835030.0,3.6
AZ,2022-05-01,433907.4963595156,1814.897152875,0.77,292.296,1.1023523999598828,5844508.0,3.7
AZ,2022-06-01,443776.880283391,1825.0100637578125,1.21,296.311,1.3736075758819855,5853860.0,3.7
AZ,2022-07-01,452051.5725522491,1831.878281557252,1.68,296.276,-0.011811913833770227,5863551.0,3.8
AZ,2022-08-01,455979.7159484429,1837.7073182045453,2.33,296.171,-0.03543992763505033,5870922.0,3.9
AZ,2022-09-01,455015.4115522491,1839.060757560606,2.56,296.808,0.21507845130008807,5878598.0,4.0
AZ,2022-10-01,449876.7687795848,1832.4612679621212,3.08,298.012,0.4056494434112379,5886028.0,4.0
AZ,2022-11-01,444076.67428615916,1823.6855482910448,3.78,297.711,-0.10100264418881899,5892753.0,3.9
AZ,2022-12-01,438159.5802183391,1805.6418357769783,4.1,296.797,-0.30700914645410693,5899344.0,3.8
AZ,2023-01-01,432526.8204474048,1800.8031353021584,4.33,299.17,0.7995363834540026,5905512.0,3.7
AZ,2023-02-01,426715.6945643599,1801.6174479859155,4.57,300.84,0.5582110505732318,5911924.0,3.7
AZ,2023-03-01,421932.3253105802,1804.2924713819443,4.65,301.836,0.33107299561230263,5918480.0,3.6
AZ,2023-04-01,419597.8552757679,1811.223664591837,4.83,303.363,0.5059038683258521,5925246.0,3.6
AZ,2023-05-01,419449.8452641638,1822.848715918919,5.06,304.127,0.25184350102023245,5932190.0,3.7
AZ,2023-06-01,420936.37661740615,1835.8444119797298,5.08,305.109,0.3228914236486524,5939252.0,3.8
AZ,2023-07-01,423372.19128430035,1839.9870675472973,5.12,305.691,0.19075150192227053,5946630.0,3.9
AZ,2023-08-01,426084.6762679181,1849.3228295945944,5.33,307.026,0.4367155068353501,5954394.0,4.1
AZ,2023-09-01,428765.5831020478,1851.4825490469798,5.33,307.789,0.24851315523766182,5962442.0,4.2
AZ,2023-10-01,431051.7637136519,1848.7648145933335,5.33,307.671,-0.03833795229848391,5970176.0,4.2
AZ,2023-11-01,433042.6426453925,1851.6393651513158,5.33,307.051,-0.20151395484137025,5976964.0,4.2
AZ,2023-12-01,432225.7009441077,1853.0555570522877,5.33,306.746,-0.09933203278934544,5983731.0,4.2
AZ,2024-01-01,435436.9263403333,1849.0565431623377,5.33,308.417,0.5447503797930464,5990320.0,4.2
AZ,2024-02-01,435723.598198,1866.091783638037,5.33,310.326,0.6189671775550742,5996695.0,4.1
AZ,2024-03-01,436469.4146786667,1871.8472762969698,5.33,312.332,0.6464169937420605,6003039.0,3.8
AZ,2024-04-01,438308.21166566666,1893.163900470238,5.33,313.548,0.3893293034335388,6009636.0,3.6
CA,2000-02-01,255853.286575661,376.22308715825784,5.73,169.8,0.5924170616113722,24967167.0,5.0
CA,2000-03-01,256669.28917702794,384.5754994729359,5.85,171.2,0.8244994110718329,24998258.0,5.0
CA,2000-04-01,257941.52958958512,393.503940223105,6.02,171.3,0.05841121495329116,25034666.0,5.0
CA,2000-05-01,260840.61153049956,402.1443667555286,6.27,171.5,0.11675423234092097,25062445.0,5.0
CA,2000-06-01,264225.7415373243,411.0728075057268,6.53,172.4,0.5247813411078717,25092141.0,5.0
CA,2000-07-01,267926.9378532684,419.7132340381504,6.54,172.8,0.23201856148491462,25122108.0,5.0
CA,2000-08-01,271862.14672867063,428.6416747883195,6.5,172.8,0.0,25159823.0,4.9
CA,2000-09-01,276032.5156113632,437.5701155384886,6.52,173.7,0.5208333333333259,25198907.0,4.8
CA,2000-10-01,280279.04271917866,446.2105420709122,6.51,174.0,0.17271157167531026,25237042.0,4.8
CA,2000-11-01,284238.3783010076,455.1389828210813,6.51,174.1,0.057471264367814356,25273037.0,4.8
CA,2000-12-01,288146.21735374257,463.779409353534,6.4,174.0,-0.057438253877073464,25308044.0,4.8
CA,2001-01-01,291974.5877705165,472.7078501037031,5.98,175.1,0.6321839080459801,25342675.0,4.8
CA,2001-02-01,290950.8881235439,481.6362908538722,5.49,175.8,0.3997715591090856,25376427.0,4.8
CA,2001-03-01,292679.53789861314,489.70068895080476,5.31,176.2,0.22753128555175195,25408416.0,4.9
CA,2001-04-01,295935.90991101135,498.62912970097386,4.8,176.9,0.39727582292850006,25442952.0,5.0
CA,2001-05-01,299479.118934544,507.26955623339745,4.21,177.7,0.45223289994347216,25477019.0,5.1
CA,2001-06-01,302577.8659950684,516.1979969835957,3.97,178.0,0.16882386043894915,25512789.0,5.2
CA,2001-07-01,305312.4121434325,524.8384235160192,3.77,177.5,-0.2808988764044895,25547539.0,5.4
CA,2001-08-01,307995.6643007878,533.7668642661883,3.65,177.5,0.0,25579419.0,5.6
CA,2001-09-01,310636.88058584405,542.6953050163575,3.07,178.3,0.4507042253521165,25612457.0,5.9
CA,2001-10-01,313202.9462230707,551.335731548781,2.49,177.7,-0.33651149747617737,25644032.0,6.1
CA,2001-11-01,315273.9175236978,560.2641722989501,2.09,177.4,-0.16882386043892694,25672349.0,6.3
CA,2001-12-01,316853.696445627,568.9045988314028,1.82,176.7,-0.3945885005637084,25700341.0,6.5
CA,2002-01-01,318026.6147763264,577.8330395815719,1.73,177.1,0.22637238256932868,25729038.0,6.6
CA,2002-02-01,318989.58598135744,586.761480331741,1.74,177.8,0.39525691699606735,25755035.0,6.7
CA,2002-03-01,320097.14091014455,594.8258784286736,1.73,178.8,0.5624296962879693,25780233.0,6.7
CA,2002-04-01,321744.0224410201,603.7543191788427,1.75,179.8,0.5592841163311046,25806595.0,6.7
CA,2002-05-01,324250.25292485143,612.3947457112663,1.75,179.8,0.0,25833940.0,6.8
CA,2002-06-01,327085.58003080386,621.3231864614354,1.75,179.9,0.05561735261401246,25863088.0,6.8
CA,2002-07-01,330562.7137577849,629.9636129938881,1.73,180.1,0.11117287381878782,25892172.0,6.8
CA,2002-08-01,334833.21655331994,638.8920537440572,1.74,180.7,0.3331482509716821,25923440.0,6.7
CA,2002-09-01,339472.96510813804,647.8204944942263,1.75,181.0,0.16602102933038765,25955547.0,6.8
CA,2002-10-01,343918.68521272653,656.4609210266499,1.75,181.3,0.16574585635360517,25987483.0,6.8
CA,2002-11-01,348032.3540218524,665.389361776819,1.34,181.3,0.0,26017694.0,6.8
CA,2002-12-01,351989.701239166,674.0297883092717,1.24,180.9,-0.22062879205736463,26044606.0,6.9
CA,2003-01-01,355759.35639837204,682.9582290594408,1.24,181.7,0.44223327805417156,26072135.0,6.9
CA,2003-02-01,357654.9256358605,691.8866698096099,1.26,183.1,0.7705008255366019,26094053.0,6.9
CA,2003-03-01,360110.2983772748,699.9510679065424,1.25,184.2,0.6007646095030017,26113712.0,6.9
CA,2003-04-01,363553.10632331757,708.8795086567116,1.26,183.8,-0.21715526601518986,26137633.0,7.0
CA,2003-05-01,367370.3858273776,717.5199351891351,1.26,183.5,-0.16322089227421843,26166389.0,7.0
CA,2003-06-01,371302.73948277254,726.4483759393042,1.22,183.7,0.10899182561308063,26194176.0,7.0
CA,2003-07-01,374780.57917142974,735.0888024717569,1.01,183.9,0.10887316276537717,26223362.0,7.0
CA,2003-08-01,378612.11529817537,744.017243221926,1.03,184.6,0.38064165307232223,26250052.0,7.0
CA,2003-09-01,382676.34981113655,752.9456839720951,1.01,185.2,0.3250270855904569,26278279.0,6.9
CA,2003-10-01,387553.6382735596,761.5861105045187,1.01,185.0,-0.10799136069113979,26307573.0,6.8
CA,2003-11-01,391886.69783830445,770.5145512546878,1.0,184.5,-0.2702702702702675,26333470.0,6.7
CA,2003-12-01,396319.72988263407,779.1549777871114,0.98,184.3,-0.10840108401083404,26356013.0,6.6
CA,2004-01-01,396056.4117110064,788.0834185373096,1.0,185.2,0.48833423765597406,26377278.0,6.6
CA,2004-02-01,402346.82666005543,797.0118592874787,1.01,186.2,0.5399568034557323,26397491.0,6.5
CA,2004-03-01,407287.8334978374,805.3642716021568,1.0,187.4,0.6444683136412444,26419460.0,6.5
CA,2004-04-01,411189.2304222898,814.2927123523259,1.0,188.0,0.32017075773744796,26443652.0,6.4
CA,2004-05-01,422677.4507826567,822.9331388847495,1.0,189.1,0.5851063829787284,26467780.0,6.4
CA,2004-06-01,430331.47279857256,831.8615796349186,1.03,189.7,0.3172924378635589,26492860.0,6.3
CA,2004-07-01,439823.3701185815,840.5020061673713,1.26,189.4,-0.1581444385872377,26517866.0,6.2
CA,2004-08-01,448684.0063324667,849.4304469175404,1.43,189.5,0.052798310454060804,26540808.0,6.1
CA,2004-09-01,457376.45767252933,858.3588876677095,1.61,189.9,0.21108179419524475,26563611.0,6.0
CA,2004-10-01,465661.2782403211,866.9993142001331,1.76,190.9,0.526592943654558,26587015.0,5.9
CA,2004-11-01,473630.6701955991,875.9277549503022,1.93,191.0,0.05238344683080598,26606532.0,5.9
CA,2004-12-01,480784.08450689114,884.5681814827549,2.16,190.3,-0.3664921465968529,26625485.0,5.8
CA,2005-01-01,487665.90674546594,893.496622232924,2.28,190.7,0.21019442984759884,26644965.0,5.8
CA,2005-02-01,489187.5134777983,902.4250629830931,2.5,191.8,0.5768222338752071,26662446.0,5.7
CA,2005-03-01,492885.3873378125,910.4894610800256,2.63,193.3,0.7820646506777829,26678872.0,5.6
CA,2005-04-01,498755.32901179197,919.4179018301948,2.79,194.6,0.6725297465079993,26698527.0,5.5
CA,2005-05-01,505993.5533814329,928.0583283626183,3.0,194.4,-0.10277492291880241,26718033.0,5.4
CA,2005-06-01,513770.6171605989,936.9867691127874,3.04,194.5,0.051440329218110925,26739187.0,5.3
CA,2005-07-01,520442.36014442093,945.6271956452401,3.26,195.4,0.46272493573265017,26761285.0,5.3
CA,2005-08-01,527665.3889215973,954.5556363954092,3.5,196.4,0.5117707267144223,26779322.0,5.3
CA,2005-09-01,534891.321898433,963.4840771455783,3.62,198.8,1.2219959266802416,26798546.0,5.2
CA,2005-10-01,542102.0238131415,972.1245036780019,3.78,199.2,0.2012072434607548,26862414.0,5.2
CA,2005-11-01,548897.4616174131,981.052944428171,4.0,197.6,-0.8032128514056214,26886799.0,5.2
CA,2005-12-01,554410.2301713162,989.6933709605946,4.16,196.8,-0.4048582995951344,26910607.0,5.1
CA,2006-01-01,558892.6968527891,998.6218117107928,4.29,198.3,0.7621951219512146,26930839.0,5.0
CA,2006-02-01,562861.1552320408,1007.5502524609619,4.49,198.7,0.20171457387794245,26947217.0,5.0
CA,2006-03-01,566426.8322147392,1015.6146505578945,4.59,199.8,0.5535983895319729,26956842.0,4.9
CA,2006-04-01,570066.9166529123,1024.5430913080636,4.79,201.5,0.8508508508508372,26966975.0,4.9
CA,2006-05-01,572632.4729155632,1033.1835178404872,4.94,202.5,0.496277915632759,26975501.0,4.9
CA,2006-06-01,575395.6965415571,1042.1119585906563,4.99,202.9,0.19753086419753707,26988015.0,4.9
CA,2006-07-01,577273.7973543991,1050.752385123109,5.24,203.5,0.29571217348447476,27001429.0,4.9
CA,2006-08-01,578023.224249864,1059.680825873278,5.25,203.9,0.19656019656020263,27025634.0,4.9
CA,2006-09-01,578044.6145324792,1068.6092666234472,5.25,202.9,-0.49043648847474364,27052081.0,4.9
CA,2006-10-01,576942.945893356,1077.2496931558708,5.25,201.8,-0.5421389847215297,27078759.0,4.9
CA,2006-11-01,575422.1886143235,1086.1781339060399,5.25,201.5,-0.14866204162538033,27103225.0,4.9
CA,2006-12-01,575107.0339390634,1094.8185604384635,5.24,201.8,0.14888337468983437,27125539.0,4.9
CA,2007-01-01,573764.1947323942,1103.7470011886617,5.25,202.416,0.30525272547075044,27148345.0,4.9
CA,2007-02-01,567770.861771622,1112.6754419388308,5.26,203.499,0.5350367559876723,27168086.0,5.0
CA,2007-03-01,563605.1253926622,1120.7398400357633,5.26,205.352,0.9105695851085338,27186717.0,5.0
CA,2007-04-01,561247.5578689567,1129.6682807859324,5.25,206.686,0.6496162686508988,27208433.0,5.1
CA,2007-05-01,558729.1569174817,1138.308707318356,5.25,207.949,0.6110718674704696,27228543.0,5.1
CA,2007-06-01,555445.0454184723,1147.2371480685251,5.25,208.352,0.19379751766057662,27250665.0,5.2
CA,2007-07-01,551571.7586032604,1155.8775746009778,5.26,208.299,-0.02543772078021922,27272732.0,5.3
CA,2007-08-01,547622.9815368536,1164.806015351147,5.02,207.917,-0.18339022270870142,27303913.0,5.4
CA,2007-09-01,542822.2343310022,1173.734456101316,4.94,208.49,0.2755907405358915,27336405.0,5.5
CA,2007-10-01,536975.701765123,1182.3748826337396,4.76,208.936,0.2139191328121237,27367418.0,5.7
CA,2007-11-01,531615.9088793781,1191.3033233839087,4.49,210.177,0.5939617873415681,27397478.0,5.7
CA,2007-12-01,526031.5417240318,1199.9437499163323,4.24,210.036,-0.0670863129647814,27425922.0,5.8
CA,2008-01-01,519661.8478911119,1208.8721906665305,3.94,211.08,0.4970576472604682,27453421.0,5.9
CA,2008-02-01,513507.8167647619,1217.8006314166996,2.98,211.693,0.29041121849535667,27479147.0,6.0
CA,2008-03-01,506245.4891088889,1226.1530437313777,2.61,213.528,0.8668212930989627,27505162.0,6.2
CA,2008-04-01,498058.40909816744,1235.0814844815468,2.28,214.823,0.6064778389719416,27532092.0,6.4
CA,2008-05-01,489083.43809937907,1243.7219110139704,1.98,216.632,0.8420886031756281,27559044.0,6.7
CA,2008-06-01,479690.22701104195,1252.6503517641395,2.0,218.815,1.0076996934894167,27587706.0,7.0
CA,2008-07-01,470948.27226021694,1261.2907782965922,2.01,219.964,0.5251011128121874,27615732.0,7.3
CA,2008-08-01,462067.69891501806,1270.2192190467613,2.0,219.086,-0.39915622556417896,27647757.0,7.6
CA,2008-09-01,454145.501623083,1279.1476597969304,1.81,218.783,-0.13830185406644713,27679019.0,8.0
CA,2008-10-01,445138.5642348452,1287.788086329354,0.97,216.573,-1.010133328457874,27710666.0,8.4
CA,2008-11-01,436930.0648158663,1296.716527079523,0.39,212.425,-1.9152895328595876,27740241.0,8.8
CA,2008-12-01,428647.69962287566,1305.3569536119467,0.16,210.228,-1.0342473814287434,27766504.0,9.3
CA,2009-01-01,420881.272234867,1314.2853943621449,0.15,211.143,0.4352417375421025,27794667.0,9.9
CA,2009-02-01,413195.3427650072,1323.213835112314,0.22,212.193,0.49729330359047363,27820364.0,10.4
CA,2009-03-01,407658.4270589224,1331.2782332092465,0.18,212.709,0.24317484554154944,27845224.0,10.8
CA,2009-04-01,402624.6026851221,1340.2066739594156,0.15,213.24,0.2496368277788097,27871138.0,11.2
CA,2009-05-01,398196.3431971983,1348.8471004918392,0.18,213.856,0.2888763834177466,27897359.0,11.4
CA,2009-06-01,394169.4192309914,1357.7755412420083,0.21,215.693,0.8589892263953347,27924313.0,11.7
CA,2009-07-01,390279.8882569827,1366.415967774461,0.16,215.351,-0.15855869221532704,27952375.0,11.8
CA,2009-08-01,387073.5759692457,1375.3444085246301,0.16,215.834,0.2242850044810618,27986270.0,12.0
CA,2009-09-01,383574.9173181681,1384.2728492747992,0.15,215.969,0.06254806934959944,28019194.0,12.1
CA,2009-10-01,380654.45332249283,1392.9132758072228,0.12,216.177,0.0963101185818438,28053709.0,12.3
CA,2009-11-01,379015.6145795471,1401.841716557392,0.12,216.33,0.07077533687673832,28084234.0,12.4
CA,2009-12-01,379362.73908933904,1410.4821430898155,0.12,215.949,-0.1761198169463296,28111925.0,12.5
CA,2010-01-01,381545.2675140661,1419.4105838400137,0.11,216.687,0.34174735701484327,28141513.0,12.6
CA,2010-02-01,383547.27110296773,1428.3390245901828,0.13,216.741,0.024920738207656612,28168472.0,12.6
CA,2010-03-01,384468.67185136914,1436.4034226871154,0.16,217.631,0.4106283536571276,28195088.0,12.6
CA,2010-04-01,385607.93531689607,1445.3318634372845,0.2,218.009,0.1736884910697345,28538466.0,12.5
CA,2010-05-01,386937.530885577,1453.972289969708,0.2,218.178,0.0775197354237811,28564851.0,12.5
CA,2010-06-01,388450.1280865591,1462.9007307198772,0.18,217.965,-0.09762670846739097,28591878.0,12.4
CA,2010-07-01,388310.566533061,1471.5411572523008,0.18,218.011,0.02110430573716293,28619823.0,12.3
CA,2010-08-01,386971.07152400434,1480.469598002499,0.19,218.312,0.13806642784079948,28651165.0,12.4
CA,2010-09-01,384678.4028348209,1489.398038752668,0.19,218.439,0.058173623071566816,28682473.0,12.4
CA,2010-10-01,381971.77137772203,1498.0384652850917,0.19,218.711,0.12451988884769616,28715259.0,12.4
CA,2010-11-01,378446.10625136725,1506.9669060352608,0.19,218.803,0.04206464238194485,28745035.0,12.4
CA,2010-12-01,375017.55895009305,1515.6073325676844,0.18,219.179,0.1718440789203024,28773773.0,12.4
CA,2011-01-01,372458.83938936377,1524.5357733178826,0.17,220.223,0.47632300539741657,28802283.0,12.3
CA,2011-02-01,370780.38066748396,1533.4642140680517,0.16,221.309,0.49313650254514396,28826883.0,12.2
CA,2011-03-01,369396.38128801284,1541.5286121649842,0.14,223.467,0.97510720305094,28851906.0,12.1
CA,2011-04-01,367675.6333351466,1550.4570529151533,0.1,224.906,0.6439429535457064,28878193.0,12.0
